,mfl_id,sportradar_id,fantasypros_id,gsis_id,pff_id,sleeper_id,nfl_id,espn_id,yahoo_id,fleaflicker_id,cbs_id,rotowire_id,rotoworld_id,ktc_id,pfr_id,cfbref_id,stats_id,stats_global_id,fantasy_data_id,swish_id,name,merge_name,position,team,birthdate,age,draft_year,draft_round,draft_pick,draft_ovr,twitter_username,height,weight,college,db_season
22,15713,cdc61676-6592-43f9-a4a6-d29ce52ac8f4,22921.0,,,8143.0,,,,,2966543.0,15989.0,,1229.0,,,,0.0,,1125737.0,Jerome Ford,jerome ford,RB,CLE,1999-09-12,22.7,2022.0,5.0,13.0,,,71.0,220.0,Cincinnati,2022
23,15714,440d7750-672e-4293-8eb0-89b241a498eb,20095.0,,,8139.0,,,,,2963641.0,15852.0,,1230.0,,,,0.0,,1110697.0,Zamir White,zamir white,RB,LVR,1999-09-18,22.7,2022.0,4.0,17.0,,,72.0,215.0,Georgia,2022
24,15715,ce5de0e5-9f76-42ee-b93a-3ef88af9b0a7,22958.0,,,8138.0,,,,,2975698.0,15876.0,,1231.0,,,34019.0,0.0,,1131012.0,James Cook,james cook,RB,BUF,1999-09-25,22.7,2022.0,2.0,31.0,,,71.0,190.0,Georgia,2022
25,15716,795f636e-6f7f-4bc7-a346-2862272abead,20094.0,,,8154.0,,,,,2741207.0,15907.0,,1232.0,,,34054.0,0.0,,973966.0,Brian Robinson,brian robinson,RB,WAS,1999-03-22,23.2,2022.0,3.0,34.0,,,73.0,225.0,Alabama,2022
26,15717,5d4ef6da-a6b5-4d9c-adc0-28dfdbe9315e,22947.0,,,8129.0,,,,,2964236.0,15875.0,,1207.0,,,,0.0,,1108998.0,Dameon Pierce,dameon pierce,RB,HOU,2000-02-19,22.3,2022.0,4.0,2.0,,,70.0,212.0,Florida,2022
27,15718,e62678b9-9816-420f-bf86-398e7fea7063,23812.0,,,8208.0,,,,,2964494.0,15893.0,,1206.0,,,,0.0,,1124338.0,Tyler Badie,tyler badie,RB,BAL,2000-02-07,22.3,2022.0,6.0,17.0,,,68.0,194.0,Missouri,2022
28,15719,b29ae83e-ccfb-4219-b39a-70a1c94a2414,23117.0,,,8174.0,,,,,3122797.0,15991.0,,1205.0,,,34139.0,0.0,,1161190.0,Kevin Harris,kevin harris,RB,NEP,2000-11-17,21.5,2022.0,6.0,4.0,,,70.0,225.0,South Carolina,2022
29,15720,f3a50b5d-0197-4ae8-b5a5-bb54484b8941,23798.0,,,8123.0,,,,,2968506.0,15992.0,,1191.0,,,,0.0,,1130230.0,Hassan Haskins,hassan haskins,RB,TEN,1999-11-26,22.5,2022.0,4.0,26.0,,,73.0,220.0,Michigan,2022
30,15721,4d3f2f57-215c-4cb4-bf75-a7ecdcdded70,23891.0,,,8136.0,,,,,3169147.0,15802.0,,1180.0,,,,0.0,,1229343.0,Rachaad White,rachaad white,RB,TBB,1999-04-22,23.1,2022.0,3.0,27.0,,,74.0,210.0,Arizona State,2022
31,15722,3e59ec20-ce0d-11ec-8f7c-f5226825ea6a,23029.0,,,8120.0,,,,,3126859.0,15987.0,,1181.0,,,,0.0,,1176738.0,Jerrion Ealy,jerrion ealy,RB,KCC,2000-08-19,21.8,2022.0,,,,,69.0,185.0,Mississippi,2022
32,15723,a0833a94-60ce-4a3a-a32a-d067fe7b253d,19471.0,,,8230.0,,,,,2867472.0,15979.0,,1182.0,,,,0.0,,1059576.0,Ty Chandler,ty chandler,RB,MIN,1998-05-12,24.0,2022.0,5.0,26.0,,,72.0,210.0,North Carolina,2022
33,15724,d60db5f0-ca2b-11ec-a896-a541b322f383,23953.0,,,8217.0,,,,,2963315.0,15890.0,,,,,,0.0,,1120545.0,Leddie Brown,leddie brown,RB,LAC,2000-02-28,22.2,2022.0,,,,,72.0,213.0,West Virginia,2022
34,15725,2b7f2ddb-f70a-4c67-a10f-967fc873e7d8,23027.0,,,8179.0,,,,,3121004.0,15897.0,,1184.0,,,,0.0,,1161114.0,Snoop Conner,snoop conner,RB,JAC,1999-12-16,22.4,2022.0,5.0,11.0,,,70.0,215.0,Mississippi,2022
35,15726,246db560-cb4e-11ec-a667-6354702e3fca,,,,8195.0,,,,,,16108.0,,,,,34310.0,0.0,,976804.0,Ronnie Rivers,ronnie rivers,RB,ARI,,,2022.0,,,,,69.0,195.0,Fresno State,2022
36,15727,,,,,,,,,,,16105.0,,1186.0,,,,0.0,,,Zonovan Knight,zonovan knight,RB,NYJ,,,2022.0,,,,,,,North Carolina State,2022
37,15728,00b1c740-cc9f-11ec-952e-a10f2c98fc4d,23796.0,,,8190.0,,,,,2807112.0,16109.0,,1187.0,,,,0.0,,977908.0,Abram Smith,abram smith,RB,NOS,1998-09-14,23.7,2022.0,,,,,71.0,221.0,Baylor,2022
38,15729,f75439c0-d3bb-11ec-96a0-c3471a31202c,22948.0,,,8194.0,,,,,2965967.0,15980.0,,,,,,0.0,,1128981.0,Jashaun Corbin,jashaun corbin,RB,NYG,2000-08-20,21.8,2022.0,,,,,71.0,202.0,Florida State,2022
39,15730,,,,,,,,,,,15990.0,,,,,,0.0,,,Tyler Goodson,tyler goodson,RB,GBP,,,2022.0,,,,,,,Iowa,2022
40,15731,,,,,,,,,,,16000.0,,,,,,0.0,,,Master Teague,master teague,RB,FA,,,2022.0,,,,,,,Ohio State,2022
41,15732,,,,,,,,,,,15985.0,,,,,,0.0,,,LD Brown,ld brown,RB,FA,1997-10-18,24.6,2022.0,,,,,,,Oklahoma State,2022
42,15733,8a9a3c7f-57a1-4064-9bda-2c7fad7b5c01,24173.0,,,8116.0,,,,,2819247.0,16102.0,,1204.0,,,,0.0,,1050335.0,Pierre Strong Jr.,pierre strong,RB,NEP,1998-12-10,23.5,2022.0,4.0,22.0,,,71.0,205.0,South Dakota State,2022
43,15734,9b212b70-ccc3-4c77-ba73-09afeb929225,23162.0,,,8221.0,,,,,2962791.0,15847.0,,1193.0,,,,0.0,,1125882.0,Keaontay Ingram,keaontay ingram,RB,ARI,1999-10-26,22.6,2022.0,6.0,22.0,,,72.0,215.0,USC,2022
44,15735,87171ef0-d395-11ec-96a0-c3471a31202c,20099.0,,,8218.0,,,,,2965014.0,15900.0,,1194.0,,,34479.0,0.0,,1107217.0,Max Borghi,max borghi,RB,FA,2000-04-23,22.1,2022.0,,,,,70.0,205.0,Washington State,2022
45,15736,51b7cde0-ce18-11ec-bebb-4fec1e38b0e5,20161.0,,,8152.0,,,,,2867341.0,15978.0,,1195.0,,,,0.0,,1061999.0,Kennedy Brooks,kennedy brooks,RB,PHI,1998-10-08,23.6,2022.0,,,,,71.0,209.0,Oklahoma,2022
46,15737,,,,,,,,,,,16252.0,,,,,,0.0,,,Stephen Carr,stephen carr,RB,FA,,,2022.0,,,,,,,Indiana,2022
47,15738,,,,,,,,,,,15828.0,,,,,,0.0,,,Malik Davis,malik davis,RB,DAL,,,2022.0,,,,,,,Florida,2022
48,15739,434b6750-d3b1-11ec-96a0-c3471a31202c,,,,8173.0,,,,,,15801.0,,,,,,0.0,,1058764.0,ZaQuandre White,zaquandre white,RB,MIA,1998-12-21,23.4,2022.0,,,,,73.0,215.0,South Carolina,2022
49,15740,4f48ca10-c980-11ec-a1a0-57a82b503f37,,,,8239.0,,,,,,16255.0,,,,,,0.0,,1107008.0,Ricky Person,ricky person,RB,BAL,,,2022.0,,,,,72.0,217.0,NC State,2022
50,15741,,,,,,,,,,,16339.0,,,,,,0.0,,,Calvin Turner Jr.,calvin turner,RB,FA,1999-07-06,22.9,2022.0,,,,,,,Hawaii,2022
51,15742,7e397190-ca24-11ec-9f1c-b7114d38a85b,,,,8228.0,,,,,,15984.0,,,,,,0.0,,1176443.0,Jaylen Warren,jaylen warren,RB,PIT,1998-11-01,23.6,2022.0,,,,,68.0,215.0,Oklahoma State,2022
52,15743,2e808f70-d3a3-11ec-96a0-c3471a31202c,23172.0,,,8220.0,,,,,3121308.0,16107.0,,1202.0,,,34551.0,0.0,,1166235.0,Sincere McCormick,sincere mccormick,RB,LVR,2000-09-10,21.7,2022.0,,,,,69.0,205.0,UTSA,2022
53,15744,c37a9020-d395-11ec-96a0-c3471a31202c,23874.0,,,8184.0,,,,,2866570.0,15981.0,,,,,,0.0,,1065845.0,D'vonte Price,dvonte price,RB,IND,1999-06-02,23.0,2022.0,,,,,74.0,215.0,FIU,2022
54,15745,d607d750-d554-11ec-addb-6dd6dcd40f21,,,,8407.0,,,,,,16233.0,,,,,34691.0,0.0,,1107843.0,TJ Pledger,tj pledger,RB,ARI,2000-02-24,22.3,2022.0,,,,,69.0,196.0,Utah,2022
55,15746,052cdbeb-f758-4110-ac1a-675cd0335db9,22992.0,,,8211.0,,,,,3123979.0,15986.0,,1234.0,,,,0.0,,1161729.0,Tyrion Davis-Price,tyrion davis-price,RB,SFO,2000-10-23,21.6,2022.0,3.0,29.0,,,73.0,232.0,LSU,2022
56,15747,,,,,,,,,,,15977.0,,,,,,0.0,,,Greg Bell,greg bell,RB,FA,1998-06-16,23.9,2022.0,,,,,,,San Diego State,2022
57,15748,17533bb8-99e4-4cb7-bd9c-268b62efac48,24047.0,,,8189.0,,,,,2868595.0,15988.0,,,,,,0.0,,1066869.0,Trestan Ebner,trestan ebner,RB,CHI,1999-01-02,23.4,2022.0,6.0,24.0,,,71.0,215.0,Baylor,2022
58,15749,3a25c037-fa30-4740-b742-ec8e4f1a2a25,24333.0,,,8205.0,,,,,2966551.0,16104.0,,1266.0,,,,0.0,,1106832.0,Isaih Pacheco,isaih pacheco,RB,KCC,1999-03-02,23.2,2022.0,7.0,30.0,,,71.0,215.0,Rutgers,2022
59,15750,43768a40-d396-11ec-96a0-c3471a31202c,20103.0,,,8187.0,,,,,2866324.0,16110.0,,1267.0,,,,0.0,,1060296.0,CJ Verdell,cj verdell,RB,IND,1999-08-16,22.8,2022.0,,,,,68.0,211.0,Oregon,2022
60,15751,5053f9ae-15d9-4730-833d-484886b6f890,23163.0,,,8112.0,,,,,3127902.0,15868.0,,1268.0,,,,0.0,,1178741.0,Drake London,drake london,WR,ATL,2001-07-24,20.8,2022.0,1.0,8.0,,,77.0,210.0,USC,2022
61,15752,45763342-0208-46ab-a5d2-6c6e4ff66b66,22905.0,,,8135.0,,,,,3122944.0,15896.0,,1269.0,,,33973.0,0.0,,1172024.0,Treylon Burks,treylon burks,WR,TEN,2000-03-23,22.2,2022.0,1.0,18.0,,,75.0,225.0,Arkansas,2022
62,15753,68d72fe0-79b2-4fdb-afd5-6c79676e77f3,23072.0,,,8146.0,,,,,3123864.0,15829.0,,1270.0,,,33965.0,0.0,,1164889.0,Garrett Wilson,garrett wilson,WR,NYJ,2000-07-22,21.8,2022.0,1.0,10.0,,,72.0,192.0,Ohio State,2022
63,15754,2375d572-a36c-4365-bb3f-87e156526e2f,20111.0,,,8144.0,,,,,2963666.0,15895.0,,1271.0,,,33966.0,0.0,,1122592.0,Chris Olave,chris olave,WR,NOS,2000-06-27,21.9,2022.0,1.0,11.0,,,73.0,188.0,Ohio State,2022
64,15755,d4a7917d-f327-431b-9b87-83af341c3e21,23101.0,,,8119.0,,,,,2962944.0,15850.0,,1272.0,,,33971.0,0.0,,1121878.0,Jahan Dotson,jahan dotson,WR,WAS,2000-03-22,22.2,2022.0,1.0,16.0,,,71.0,184.0,Penn State,2022
65,15756,590adb00-5598-47ad-b6d4-16a6c5519847,23677.0,,,8148.0,,,,,3125968.0,15849.0,,1273.0,,,33967.0,0.0,,1175184.0,Jameson Williams,jameson williams,WR,DET,2001-03-26,21.2,2022.0,1.0,12.0,,,74.0,189.0,Alabama,2022
66,15757,582dfe0e-98f3-48a5-8a2d-a52baa926b05,22985.0,,,8126.0,,,,,3124107.0,15838.0,,1274.0,,,,0.0,,1164875.0,Wan'Dale Robinson,wandale robinson,WR,NYG,2001-01-05,21.4,2022.0,2.0,11.0,,,71.0,185.0,Kentucky,2022
67,15758,169faab3-b52b-40ab-93ea-a08139f3fadb,23108.0,,,8118.0,,,,,3131708.0,15803.0,,1275.0,,,,0.0,,1180347.0,David Bell,david bell,WR,CLE,2000-12-14,21.4,2022.0,3.0,35.0,,,74.0,205.0,Purdue,2022
68,15759,2995df34-ee81-4320-be1e-1c497b83c927,22895.0,,,8147.0,,,,,3121171.0,16069.0,,1276.0,,,,0.0,,1160348.0,John Metchie,john metchie,WR,HOU,2000-07-18,21.9,2022.0,2.0,12.0,,,72.0,195.0,Alabama,2022
69,15760,,,,,,,,,,,16029.0,,,,,,0.0,,,Slade Bolden,slade bolden,WR,BAL,,,2022.0,,,,,,,Alabama,2022
70,15761,0ce9ddce-bdf6-469c-8a32-9cf0ed3714a4,23748.0,,,8134.0,,,,,2969119.0,15892.0,,1278.0,,,,0.0,,1130603.0,Khalil Shakir,khalil shakir,WR,BUF,2000-02-03,22.3,2022.0,5.0,5.0,,,72.0,190.0,Boise State,2022
71,15762,018e8f25-54e5-44f1-967a-7ff237f1c52f,22963.0,,,8137.0,,,,,3123212.0,15853.0,,1279.0,,,34007.0,0.0,,1172053.0,George Pickens,george pickens,WR,PIT,2001-03-04,21.2,2022.0,2.0,20.0,,,75.0,200.0,Georgia,2022
72,15763,cce91700-ce0c-11ec-8f7c-f5226825ea6a,19798.0,,,8140.0,,,,,2965335.0,15910.0,,1280.0,,,,0.0,,1110725.0,Justyn Ross,justyn ross,WR,KCC,1999-12-15,22.4,2022.0,,,,,76.0,205.0,Clemson,2022
73,15765,3173c5c0-cbb6-11ec-88c8-199e5defa0d2,23049.0,,,8200.0,,,,,2969073.0,16026.0,,1282.0,,,,0.0,,1130526.0,Kevin Austin,kevin austin,WR,JAC,2000-03-30,22.2,2022.0,,,,,74.0,200.0,Notre Dame,2022
74,15766,1c8a4510-786c-4bc2-a9e9-e491b688206f,23905.0,,,8168.0,,,,,3126874.0,16005.0,,1283.0,,,,0.0,,1176730.0,Skyy Moore,skyy moore,WR,KCC,2000-09-10,21.7,2022.0,2.0,22.0,,,70.0,195.0,Western Michigan,2022
75,15767,318b263d-8910-4e46-afe3-5860092ab260,24214.0,,,8223.0,,,,,2242764.0,15846.0,,1284.0,,,34027.0,0.0,,919304.0,Velus Jones,velus jones,WR,CHI,1997-05-11,25.0,2022.0,3.0,7.0,,,72.0,200.0,Tennessee,2022
76,15768,a67ee8f8-e9de-4fb9-90b6-edca2f83f6d8,23791.0,,,8142.0,,,,,2965664.0,16022.0,,1285.0,,,34008.0,0.0,,1107027.0,Alec Pierce,alec pierce,WR,IND,2000-05-02,22.1,2022.0,2.0,21.0,,,75.0,213.0,Cincinnati,2022
77,15769,0e6f39e0-c95b-11ec-b1d2-d334745b4f4f,20124.0,,,8175.0,,,,,,16024.0,,,,,,0.0,,1055088.0,Reggie Roberson,reggie roberson,WR,TEN,,,2022.0,,,,,73.0,197.0,SMU,2022
78,15770,e7642500-d3a4-11ec-96a0-c3471a31202c,23820.0,,,8169.0,,,,,2966451.0,15822.0,,,,,34238.0,0.0,,1109761.0,Tre Turner,tre turner,WR,FA,2000-04-21,22.1,2022.0,,,,,74.0,190.0,Virginia Tech,2022
79,15771,8d74f600-ca80-11ec-97ae-e1573849d1a6,24029.0,,,8250.0,,,,,2865709.0,15918.0,,,,,,0.0,,1065052.0,Tay Martin,tay martin,WR,SFO,1997-12-14,24.4,2022.0,,,,,75.0,185.0,Oklahoma State,2022
80,15772,75774350-ce18-11ec-bebb-4fec1e38b0e5,,,,8414.0,,,,,,16337.0,,,,,,0.0,,882718.0,Britain Covey,britain covey,WR,PHI,,,2022.0,,,,,68.0,169.0,Utah,2022
81,15773,cbf4b630-c97d-11ec-a1a0-57a82b503f37,23032.0,,,8209.0,,,,,3122839.0,24110.0,,,,,,0.0,,1161426.0,Makai Polk,makai polk,WR,BAL,2001-08-04,20.8,2022.0,,,,,75.0,197.0,Mississippi State,2022
82,15774,,,,,,,,,,,16021.0,,1265.0,,,,0.0,,,Dontario Drummond,dontario drummond,WR,DAL,,,2022.0,,,,,,,Mississippi,2022
83,15775,011ab650-d3b2-11ec-96a0-c3471a31202c,24228.0,,,8178.0,,,,,2869933.0,16013.0,,,,,,0.0,,1068199.0,Braylon Sanders,braylon sanders,WR,MIA,1999-01-21,23.3,2022.0,,,,,72.0,195.0,Mississippi,2022
84,15776,13d76450-ca20-11ec-aeb5-1b91b32ddede,19457.0,,,8198.0,,,,,2867306.0,16100.0,,,,,,0.0,,1062033.0,Charleston Rambo,charleston rambo,WR,CAR,1999-08-10,22.8,2022.0,,,,,73.0,185.0,Miami (FL),2022
85,15777,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,23739.0,,,8125.0,,,,,2866214.0,15874.0,,1262.0,,,,0.0,,1062765.0,Calvin Austin III,calvin austin,WR,PIT,1999-03-24,23.2,2022.0,4.0,33.0,,,69.0,162.0,Memphis,2022
86,15778,1998a2f0-cca0-11ec-952e-a10f2c98fc4d,24329.0,,,8213.0,,,,,2864965.0,15571.0,,,,,,0.0,,1061898.0,Dai'Jean Dixon,daijean dixon,WR,NOS,1998-10-16,23.6,2022.0,,,,,76.0,200.0,Nicholls State,2022
87,15779,5f559fde-3a5f-4df6-99a2-cd1a4b103c68,23794.0,,,8121.0,,,,,2961886.0,16027.0,,1238.0,,,,0.0,,1122653.0,Romeo Doubs,romeo doubs,WR,GBP,2000-04-13,22.1,2022.0,4.0,27.0,,,74.0,200.0,Nevada,2022
88,15780,7934c2db-a5f1-404c-a313-74a8aacd5946,23755.0,,,8114.0,,,,,2962352.0,15815.0,,1239.0,,,,0.0,,1120915.0,Erik Ezukanma,erik ezukanma,WR,MIA,2000-01-25,22.3,2022.0,4.0,20.0,,,75.0,220.0,Texas Tech,2022
89,15781,,,,,,,,,,,15886.0,,,,,,0.0,,,Ty Fryfogle,ty fryfogle,WR,DAL,,,2022.0,,,,,,,Indiana,2022
90,15782,7ec60efe-5dd3-43c3-b76f-f0d00589fdc3,24178.0,,,8176.0,,,,,3168336.0,15804.0,,1241.0,,,,0.0,,1228586.0,Danny Gray,danny gray,WR,SFO,1999-04-01,23.2,2022.0,3.0,41.0,,,74.0,199.0,SMU,2022
91,15783,ef986840-c967-11ec-89b7-476565ea032f,24229.0,,,8185.0,,,,,2864938.0,16031.0,,,,,34601.0,0.0,,1060285.0,Johnny Johnson,johnny johnson,WR,HOU,,,2022.0,,,,,72.0,197.0,Oregon,2022
92,15784,,,,,,,,,,,16023.0,,,,,34557.0,0.0,,,Josh Johnson,josh johnson,WR,DET,1999-08-10,22.8,2022.0,,,,,70.0,183.0,Tulsa,2022
93,15785,36953df8-fbc3-4505-b5b3-dec8433620dc,24049.0,,,8204.0,,,,,2870475.0,15935.0,,,,,,0.0,,1068803.0,Bo Melton,bo melton,WR,SEA,1999-05-18,23.0,2022.0,7.0,8.0,,,71.0,195.0,Rutgers,2022
94,15786,3f9e3634-54d7-46a4-bf26-67274500c907,24177.0,,,8180.0,,,,,2967232.0,16025.0,,,,,,0.0,,1126817.0,Jalen Nailor,jalen nailor,WR,MIN,1999-03-02,23.2,2022.0,6.0,12.0,,,72.0,190.0,Michigan State,2022
95,15787,74cda487-2026-42e0-ae32-77f3502cfb11,22913.0,,,8188.0,,,,,2965066.0,15831.0,,1246.0,,,,0.0,,1110301.0,Tyquan Thornton,tyquan thornton,WR,NEP,2000-09-07,21.7,2022.0,2.0,18.0,,,75.0,182.0,Baylor,2022
96,15788,c6fb9f3a-f8ff-4224-a5f6-4d2d09501c9c,23770.0,,,8117.0,,,,,2868238.0,16010.0,,1247.0,,,34044.0,0.0,,1066424.0,Jalen Tolbert,jalen tolbert,WR,DAL,1999-02-27,23.2,2022.0,3.0,24.0,,,75.0,190.0,South Alabama,2022
97,15789,47d97f44-b4aa-46d2-816c-5b5a1fe48d46,23886.0,,,8167.0,,,,,2869806.0,15946.0,,1248.0,,,,0.0,,1067918.0,Christian Watson,christian watson,WR,GBP,1999-05-12,23.0,2022.0,2.0,2.0,,,77.0,200.0,North Dakota State,2022
98,15790,cefa3a60-d307-11ec-8b77-45b1765fd110,24327.0,,,8229.0,,,,,2247180.0,16028.0,,,,,34494.0,0.0,,921093.0,Isaiah Weston,isaiah weston,WR,CLE,,,2022.0,,,,,75.0,214.0,Northern Iowa,2022
99,15791,151059c0-c981-11ec-a1a0-57a82b503f37,23099.0,,,8186.0,,,,,2966004.0,15842.0,,,,,,0.0,,1127114.0,Devon Williams,devon williams,WR,BAL,,,2022.0,,,,,77.0,211.0,Oregon,2022
100,15792,70c462de-b1b5-4c07-8ba2-eb33f3075893,23893.0,,,8202.0,,,,,2965459.0,16030.0,,,,,,0.0,,1106846.0,Mike Woods,mike woods,WR,CLE,2000-03-19,22.2,2022.0,6.0,23.0,,,73.0,198.0,Oklahoma,2022
101,15793,9f815930-d2e9-11ec-96a0-c3471a31202c,23145.0,,,8115.0,,,,,3131559.0,15925.0,,1252.0,,,,0.0,,1180333.0,Jalen Wydermyer,jalen wydermyer,TE,BUF,2000-12-20,21.4,2022.0,,,,,77.0,255.0,Texas A&M,2022
102,15794,734d54cc-c869-4e2f-a60f-c59c493f5110,22936.0,,,8130.0,,,,,2963385.0,15902.0,,1253.0,,,34010.0,0.0,,1108161.0,Trey McBride,trey mcbride,TE,ARI,1999-11-22,22.5,2022.0,2.0,23.0,,,76.0,260.0,Colorado State,2022
103,15795,3c048ac9-2c0f-4bf0-9ddc-ce99c9387ac8,22756.0,,,8127.0,,,,,2866273.0,15924.0,,,,,,0.0,,1058648.0,Charlie Kolar,charlie kolar,TE,BAL,1999-02-10,23.3,2022.0,4.0,23.0,,,78.0,260.0,Iowa State,2022
104,15796,28f3732b-0910-4d09-9fd4-e43b821dc5bb,23742.0,,,8145.0,,,,,2965446.0,15996.0,,1255.0,,,34057.0,0.0,,1122596.0,Jeremy Ruckert,jeremy ruckert,TE,NYJ,2000-08-11,21.8,2022.0,3.0,37.0,,,77.0,250.0,Ohio State,2022
